Student_ID,Name,Gender,Age,Department,Admission_Year,Semester,Course_Code,Course_Name,Credit_Hours,Attendance_Percentage,Midterm_Marks,Final_Marks,Assignment_Marks,Total_Marks,Grade,GPA,CGPA,Scholarship,Hostel_Resident,Family_Income_Range,Extracurricular_Activities
STU183798,Sourav Hossain,Male,22,BBA,2020,3,BBA101,Principles of Management,2.0,89.4,20.8,34.3,13.7,68.8,B+,3.25,3.44,No,Yes,Below 20k,No
STU183799,Ritu Khan,Female,21,Mathematics,2022,4,MAT101,Calculus,3.0,95.4,15.7,28.5,13.5,57.7,B-,2.75,3.3,Yes,No,50k-100k,Yes
STU183800,Nayeem Hossain,Male,18,Public Health,2022,5,PH201,Biostatistics,3.0,72.9,19.7,41.5,14.0,75.2,A,3.75,3.88,No,No,20k-50k,Yes
STU183801,Rakib Talukder,Male,22,CSE,2023,1,CSE201,Data Structures,3.0,75.2,28.5,33.8,13.6,75.9,A,3.75,4.0,No,No,Below 20k,Yes
STU183802,Hasan Mollah,Male,23,Mechanical Engineering,2024,5,ME101,Thermodynamics,2.0,86.6,13.6,35.9,11.1,60.6,B,3.0,2.21,No,Yes,50k-100k,No
STU183803,Sadia Islam,Female,23,CSE,2024,5,CSE201,Data Structures,4.0,79.9,27.7,29.8,16.3,73.8,A-,3.5,4.0,No,No,Below 20k,Yes
STU183804,Rima Chowdhury,Female,18,Architecture,2024,8,ARC201,Design Studio II,2.0,95.7,22.0,31.5,17.3,70.8,A-,3.5,3.58,No,No,20k-50k,Yes
STU183805,Sourav Hossain,Male,22,CSE,2021,5,CSE101,Intro to Programming,3.0,71.6,25.9,20.7,16.4,63.0,B,3.0,3.53,Yes,No,20k-50k,No
STU183806,Sadia Islam,Female,21,Civil Engineering,2023,5,CE201,Structural Analysis,4.0,83.9,14.0,40.3,16.8,71.1,A-,3.5,3.55,No,Yes,20k-50k,No
STU183807,Ayesha Bhuiyan,Female,19,Journalism,2022,2,JOU401,Digital Media,3.0,93.4,16.0,31.1,9.0,56.1,B-,2.75,3.28,No,No,20k-50k,No
STU183808,Rima Mollah,Female,23,Civil Engineering,2023,8,CE101,Surveying,4.0,71.2,20.4,20.3,7.8,48.5,C,2.25,1.65,No,No,50k-100k,No
STU183809,Sabbir Uddin,Male,23,Law,2021,7,LAW301,Criminal Law,3.0,100.0,18.4,24.9,15.0,58.3,B-,2.75,2.99,No,Yes,20k-50k,No
STU183810,Sathi Akter,Female,22,Architecture,2024,8,ARC401,Landscape Architecture,2.0,75.7,25.4,35.3,13.6,74.3,A-,3.5,3.24,No,Yes,50k-100k,Yes
STU183811,Rafi Uddin,Male,25,Civil Engineering,2020,6,CE301,Geotechnical Engineering,2.0,79.6,11.7,49.1,13.8,74.6,A-,3.5,3.57,No,No,Above 100k,Yes
STU183812,Rafi Alam,Male,19,CSE,2022,4,CSE201,Data Structures,4.0,88.4,18.4,42.0,17.9,78.3,A,3.75,3.92,No,No,Below 20k,No
STU183813,Priya Rahman,Female,23,English,2021,1,ENG201,Linguistics,2.0,83.7,17.8,39.6,6.9,64.3,B,3.0,2.9,No,No,20k-50k,No
STU183814,Fatema Islam,Female,24,Pharmacy,2023,2,PHR301,Medicinal Chemistry,3.0,76.3,28.9,36.0,13.1,78.0,A,3.75,3.61,No,Yes,Below 20k,No
STU183815,Ritu Khan,Female,18,CSE,2019,4,CSE301,Database Systems,3.0,90.8,16.4,20.9,12.1,49.4,C,2.25,2.45,No,Yes,Below 20k,Yes
STU183816,Mahin Sikder,Male,20,Law,2022,5,LAW401,International Law,3.0,81.7,28.0,9.4,20.0,57.4,B-,2.75,3.04,No,Yes,20k-50k,No
STU183817,Lamia Akter,Female,24,EEE,2021,1,EEE201,Electronics,3.0,92.9,22.6,37.4,19.0,79.0,A,3.75,3.15,No,No,Below 20k,No
STU183818,Jannat Mollah,Female,18,Economics,2021,6,ECO401,Development Economics,4.0,96.8,15.7,36.9,20.0,72.6,A-,3.5,3.82,No,No,50k-100k,No
STU183819,Rasel Hossain,Male,20,Public Health,2021,7,PH301,Health Policy,2.0,78.3,19.7,31.0,20.0,70.7,A-,3.5,3.78,No,No,Below 20k,No
STU183820,Nayeem Uddin,Male,20,Pharmacy,2024,7,PHR201,Pharmacology,3.0,82.8,21.0,32.1,17.1,70.2,A-,3.5,3.28,No,No,20k-50k,Yes
STU183821,Arif Akter,Male,21,BBA,2019,2,BBA401,HRM,4.0,83.2,22.3,24.1,19.4,65.8,B+,3.25,2.98,No,No,Above 100k,No
STU183822,Karim Chowdhury,Male,22,English,2020,5,ENG401,Drama,2.0,90.0,27.2,36.0,13.8,77.0,A,3.75,3.82,No,No,20k-50k,No
STU183823,Tania Alam,Female,18,Sociology,2021,3,SOC301,Urban Sociology,4.0,64.9,17.1,36.4,12.4,65.9,B+,3.25,3.19,No,Yes,Above 100k,Yes
STU183824,Emon Ahmed,Male,21,Civil Engineering,2024,1,CE101,Surveying,1.0,99.7,20.3,16.6,17.5,54.4,C+,2.5,2.29,No,No,Below 20k,No
STU183825,Hasan Hossain,Male,19,CSE,2024,8,CSE201,Data Structures,3.0,80.8,22.5,20.0,12.3,54.8,C+,2.5,2.51,No,No,20k-50k,Yes
STU183826,Karim Uddin,Male,21,Physics,2024,8,PHY101,Mechanics,4.0,63.9,30.0,36.8,16.1,82.9,A+,4.0,4.0,No,Yes,Above 100k,No
STU183827,Lamia Talukder,Female,19,Economics,2024,6,ECO401,Development Economics,3.0,100.0,23.7,25.9,18.1,67.7,B+,3.25,3.46,No,No,20k-50k,Yes
STU183828,Rakib Mollah,Male,25,Architecture,2020,1,ARC101,Design Studio I,3.0,95.9,22.8,43.0,11.8,77.6,A,3.75,3.97,Yes,No,Above 100k,No
STU183829,Popy Mollah,Female,24,CSE,2021,7,CSE201,Data Structures,3.0,63.3,22.8,49.5,14.6,86.9,A+,4.0,4.0,No,No,Above 100k,No
STU183830,Anika Akter,Female,23,Mechanical Engineering,2021,5,ME201,Fluid Mechanics,3.0,87.2,19.7,27.0,20.0,66.7,B+,3.25,2.73,No,Yes,20k-50k,Yes
STU183831,Anika Talukder,Female,18,Mathematics,2022,3,MAT301,Differential Equations,3.0,79.3,14.8,33.7,10.5,59.0,B-,2.75,2.58,No,No,50k-100k,No
STU183832,Tania Khan,Female,19,Mechanical Engineering,2024,5,ME301,Machine Design,2.0,72.8,19.4,40.1,15.4,74.9,A-,3.5,3.26,Yes,No,20k-50k,Yes
STU183833,Farhana Sikder,Female,22,Economics,2023,7,ECO101,Microeconomics,3.0,78.3,22.1,35.0,17.6,74.7,A-,3.5,3.22,No,No,50k-100k,No
STU183834,Tania Akter,Female,25,BBA,2023,6,BBA201,Marketing,1.0,87.5,17.4,31.9,15.6,64.9,B,3.0,3.16,No,Yes,20k-50k,No
STU183835,Lamia Mia,Female,25,Pharmacy,2022,7,PHR401,Clinical Pharmacy,3.0,100.0,21.2,30.9,20.0,72.1,A-,3.5,3.58,No,Yes,50k-100k,No
STU183836,Shakil Mollah,Male,19,Law,2023,6,LAW201,Constitutional Law,3.0,100.0,26.2,23.7,12.9,62.8,B,3.0,2.96,No,No,50k-100k,No
STU183837,Rupa Ahmed,Female,18,Economics,2023,3,ECO301,Econometrics,2.0,91.4,23.6,30.7,17.2,71.5,A-,3.5,3.52,Yes,No,20k-50k,No
STU183838,Tanvir Alam,Male,22,Mechanical Engineering,2020,3,ME401,Heat Transfer,1.0,72.0,16.1,29.6,16.8,62.5,B,3.0,2.76,No,No,20k-50k,No
STU183839,Lamia Mollah,Female,18,Journalism,2024,2,JOU101,News Writing,3.0,92.1,7.1,35.3,10.7,53.1,C+,2.5,2.41,No,No,20k-50k,No
STU183840,Ritu Khan,Female,23,Physics,2023,8,PHY401,Thermal Physics,4.0,73.8,17.4,44.4,12.2,74.0,A-,3.5,3.34,No,No,20k-50k,Yes
STU183841,Emon Khan,Male,25,Economics,2022,7,ECO301,Econometrics,3.0,92.6,26.1,27.1,16.7,69.9,B+,3.25,2.9,No,Yes,Below 20k,No
STU183842,Sadia Mia,Female,20,Physics,2020,8,PHY101,Mechanics,2.0,69.1,15.6,36.1,14.6,66.3,B+,3.25,3.14,No,Yes,Above 100k,Yes
STU183843,Ritu Bhuiyan,Female,24,English,2023,8,ENG101,English Literature,3.0,90.4,9.2,32.0,13.3,54.5,C+,2.5,2.21,No,No,Above 100k,Yes
STU183844,Tania Mollah,Female,25,EEE,2024,1,EEE201,Electronics,1.0,86.1,19.0,29.0,10.5,58.5,B-,2.75,2.41,Yes,No,50k-100k,No
STU183845,Emon Bhuiyan,Male,23,Journalism,2022,8,JOU201,Media Ethics,3.0,96.9,22.4,43.2,18.5,84.1,A+,4.0,3.96,No,No,Below 20k,No
STU183846,Sakib Rahman,Male,25,Journalism,2023,5,JOU101,News Writing,3.0,55.0,12.3,33.6,15.7,61.6,B,3.0,3.59,No,No,Below 20k,Yes
STU183847,Priya Chowdhury,Female,24,Journalism,2020,5,JOU101,News Writing,3.0,85.1,26.6,36.7,15.1,78.4,A,3.75,4.0,No,No,Below 20k,Yes
STU183848,Mahin Akter,Male,24,Mechanical Engineering,2020,8,ME101,Thermodynamics,2.0,81.0,16.2,30.1,14.5,60.8,B,3.0,2.67,No,No,Below 20k,Yes
STU183849,Shanta Talukder,Female,19,Public Health,2021,2,PH201,Biostatistics,4.0,79.2,12.6,29.9,8.3,50.8,C+,2.5,1.88,Yes,Yes,20k-50k,Yes
STU183850,Ritu Alam,Female,23,BBA,2022,3,BBA301,Finance,4.0,80.3,18.6,33.1,9.6,61.3,B,3.0,2.69,Yes,No,20k-50k,No
STU183851,Sakib Alam,Male,24,Mathematics,2020,3,MAT301,Differential Equations,3.0,82.4,15.7,38.8,13.6,68.1,B+,3.25,3.56,No,No,50k-100k,No
STU183852,Jannat Akter,Female,22,Journalism,2023,3,JOU301,Broadcast Journalism,3.0,65.6,6.8,38.5,19.9,65.2,B+,3.25,2.87,No,Yes,Below 20k,No
STU183853,Anika Alam,Female,25,Law,2024,8,LAW301,Criminal Law,1.0,100.0,21.8,30.6,10.3,62.7,B,3.0,2.96,No,No,20k-50k,Yes
STU183854,Karim Ahmed,Male,25,Mathematics,2023,6,MAT101,Calculus,3.0,97.9,12.6,44.2,7.2,64.0,B,3.0,2.97,No,Yes,20k-50k,No
STU183855,Tania Islam,Female,18,Law,2024,3,LAW201,Constitutional Law,3.0,88.4,24.6,32.0,14.6,71.2,A-,3.5,2.94,No,No,20k-50k,No
STU183856,Nayeem Akter,Male,18,Civil Engineering,2021,1,CE301,Geotechnical Engineering,1.0,73.4,24.9,34.8,14.7,74.4,A-,3.5,3.72,No,Yes,50k-100k,Yes
STU183857,Anik Talukder,Male,24,Law,2024,1,LAW101,Legal Methods,4.0,98.4,6.7,37.0,11.7,55.4,B-,2.75,1.97,No,No,Above 100k,No
STU183858,Rima Ahmed,Female,18,CSE,2020,2,CSE101,Intro to Programming,3.0,86.7,17.1,46.6,15.8,79.5,A,3.75,3.63,No,Yes,20k-50k,No
STU183859,Anika Sarker,Female,20,CSE,2021,8,CSE101,Intro to Programming,3.0,96.0,13.5,23.7,16.4,53.6,C+,2.5,2.54,No,No,20k-50k,Yes
STU183860,Rafi Ahmed,Male,25,CSE,2022,8,CSE201,Data Structures,3.0,92.8,8.4,25.6,17.2,51.2,C+,2.5,2.25,Yes,Yes,20k-50k,Yes
STU183861,Shakil Rahman,Male,25,Mathematics,2019,8,MAT101,Calculus,2.0,68.1,9.8,41.3,14.2,65.3,B+,3.25,3.27,No,No,20k-50k,Yes
STU183862,Sabbir Chowdhury,Male,21,Pharmacy,2020,4,PHR401,Clinical Pharmacy,2.0,93.5,27.1,48.4,14.8,90.3,A+,4.0,4.0,No,Yes,Below 20k,No
STU183863,Rima Sikder,Female,21,Sociology,2024,4,SOC401,Gender Studies,2.0,94.0,15.3,33.7,14.3,63.3,B,3.0,2.72,No,No,20k-50k,No
STU183864,Sourav Rahman,Male,20,Economics,2023,4,ECO301,Econometrics,3.0,86.6,18.2,28.6,16.0,62.8,B,3.0,3.0,No,Yes,50k-100k,Yes
STU183865,Sadia Uddin,Female,22,Law,2020,8,LAW401,International Law,4.0,83.9,13.8,21.5,14.2,49.5,C,2.25,2.35,No,Yes,20k-50k,Yes
STU183866,Zubayer Chowdhury,Male,18,Mathematics,2024,7,MAT201,Linear Algebra,4.0,87.9,16.6,43.6,12.9,73.1,A-,3.5,3.55,No,No,Below 20k,Yes
STU183867,Sadia Sikder,Female,19,Public Health,2023,5,PH101,Epidemiology,3.0,70.2,27.5,46.6,13.5,87.6,A+,4.0,3.97,No,No,Below 20k,No
STU183868,Shanta Rahman,Female,21,BBA,2019,7,BBA101,Principles of Management,4.0,76.9,22.0,26.2,15.6,63.8,B,3.0,2.69,No,Yes,Below 20k,No
STU183869,Rafi Rahman,Male,19,Public Health,2022,7,PH301,Health Policy,1.0,100.0,13.8,39.5,8.6,61.9,B,3.0,3.02,Yes,Yes,Above 100k,No
STU183870,Mahin Rahman,Male,19,Mathematics,2021,1,MAT401,Statistics,3.0,63.6,21.9,47.6,1.1,70.6,A-,3.5,3.3,No,No,Above 100k,Yes
STU183871,Sourav Sarker,Male,22,EEE,2021,5,EEE301,Signals and Systems,3.0,80.6,29.9,34.5,16.0,80.4,A+,4.0,3.34,No,Yes,50k-100k,No
STU183872,Mim Islam,Female,22,EEE,2021,3,EEE401,Power Systems,3.0,80.1,20.5,38.9,19.8,79.2,A,3.75,3.99,No,No,50k-100k,Yes
STU183873,Sathi Hossain,Female,19,Economics,2022,8,ECO301,Econometrics,3.0,83.7,22.1,35.0,16.3,73.4,A-,3.5,3.5,No,No,20k-50k,No
STU183874,Ritu Ahmed,Female,23,Journalism,2019,1,JOU301,Broadcast Journalism,2.0,98.1,20.1,32.8,13.1,66.0,B+,3.25,3.13,No,No,Above 100k,No
STU183875,Mahin Uddin,Male,22,Mathematics,2019,7,MAT401,Statistics,3.0,90.0,20.5,23.4,10.6,54.5,C+,2.5,2.64,No,No,Below 20k,No
STU183876,Moushumi Akter,Female,22,Civil Engineering,2024,2,CE201,Structural Analysis,4.0,59.4,13.8,34.0,16.1,63.9,B,3.0,3.15,No,No,20k-50k,No
STU183877,Sakib Mollah,Male,18,BBA,2021,2,BBA101,Principles of Management,4.0,97.1,9.6,37.4,20.0,67.0,B+,3.25,3.47,No,Yes,20k-50k,Yes
STU183878,Anika Alam,Female,18,Mathematics,2023,3,MAT301,Differential Equations,3.0,79.2,14.3,40.9,9.6,64.8,B,3.0,3.64,No,No,Above 100k,Yes
STU183879,Rupa Sarker,Female,20,Physics,2023,3,PHY101,Mechanics,3.0,86.2,30.0,33.6,13.1,76.7,A,3.75,4.0,No,Yes,20k-50k,No
STU183880,Sadia Talukder,Female,20,Mechanical Engineering,2020,5,ME301,Machine Design,4.0,83.3,9.8,21.9,12.4,44.1,D,2.0,2.36,No,No,20k-50k,Yes
STU183881,Tanvir Alam,Male,21,Pharmacy,2021,8,PHR101,Pharmaceutics,3.0,100.0,17.4,50.0,18.2,85.6,A+,4.0,4.0,No,Yes,20k-50k,No
STU183882,Shanta Akter,Female,24,Civil Engineering,2021,6,CE301,Geotechnical Engineering,4.0,92.5,25.1,28.4,17.5,71.0,A-,3.5,3.96,Yes,No,Above 100k,No
STU183883,Fatema Rahman,Female,18,English,2022,4,ENG201,Linguistics,3.0,88.5,27.3,28.5,9.6,65.4,B+,3.25,3.18,No,No,50k-100k,No
STU183884,Shakil Ahmed,Male,19,Mathematics,2022,2,MAT401,Statistics,1.0,93.6,16.6,31.0,17.3,64.9,B,3.0,3.1,Yes,No,50k-100k,Yes
STU183885,Sumaiya Sikder,Female,18,Mathematics,2022,3,MAT201,Linear Algebra,3.0,72.9,22.8,35.9,16.3,75.0,A,3.75,3.43,No,No,20k-50k,No
STU183886,Nayeem Islam,Male,20,Mathematics,2021,6,MAT301,Differential Equations,3.0,80.1,18.6,35.4,12.1,66.1,B+,3.25,2.87,No,No,Below 20k,No
STU183887,Priya Mia,Female,23,Journalism,2022,3,JOU101,News Writing,3.0,88.3,22.8,24.1,12.8,59.7,B-,2.75,2.45,No,No,20k-50k,No
STU183888,Tania Ahmed,Female,24,Law,2020,8,LAW201,Constitutional Law,4.0,69.8,22.2,12.0,16.7,50.9,C+,2.5,2.54,No,Yes,50k-100k,No
STU183889,Sumaiya Talukder,Female,21,CSE,2022,5,CSE101,Intro to Programming,2.0,100.0,14.8,50.0,15.9,80.7,A+,4.0,3.84,No,No,20k-50k,No
STU183890,Nayeem Sarker,Male,20,Public Health,2024,8,PH401,Global Health,3.0,69.3,16.0,9.3,12.0,37.3,F,0.0,0.0,No,No,Above 100k,No
STU183891,Sourav Sarker,Male,24,BBA,2023,8,BBA201,Marketing,3.0,89.9,17.8,33.8,17.8,69.4,B+,3.25,3.31,No,No,20k-50k,No
STU183892,Nusrat Uddin,Female,18,Public Health,2023,8,PH401,Global Health,3.0,85.3,23.4,33.3,12.3,69.0,B+,3.25,3.08,No,Yes,20k-50k,No
STU183893,Rupa Rahman,Female,23,EEE,2023,1,EEE101,Circuit Analysis,1.0,96.4,24.5,22.4,9.8,56.7,B-,2.75,2.46,No,No,20k-50k,Yes
STU183894,Farhana Chowdhury,Female,21,Law,2023,8,LAW101,Legal Methods,3.0,87.1,16.0,11.5,15.5,43.0,D,2.0,1.71,No,No,20k-50k,No
STU183895,Zubayer Uddin,Male,25,Journalism,2022,3,JOU201,Media Ethics,3.0,93.8,17.4,32.5,17.5,67.4,B+,3.25,3.57,No,No,20k-50k,No
STU183896,Shanta Mollah,Female,24,Public Health,2019,2,PH301,Health Policy,4.0,72.0,13.9,45.4,11.8,71.1,A-,3.5,3.62,No,Yes,Above 100k,Yes
STU183897,Farhana Uddin,Female,19,Architecture,2024,5,ARC101,Design Studio I,1.0,88.2,7.7,19.1,7.3,34.1,F,0.0,0.0,No,No,Below 20k,No
STU183898,Sadia Sarker,Female,25,EEE,2021,5,EEE201,Electronics,3.0,55.2,27.5,26.5,13.2,67.2,B+,3.25,3.61,No,Yes,Above 100k,No
STU183899,Imran Sarker,Male,20,English,2021,3,ENG301,Poetry,3.0,58.1,18.4,39.5,13.7,71.6,A-,3.5,3.55,No,Yes,50k-100k,Yes
STU183900,Imran Sarker,Male,20,English,2024,6,ENG101,English Literature,4.0,85.4,22.7,26.7,17.1,66.5,B+,3.25,3.48,No,Yes,Above 100k,Yes
STU183901,Imran Alam,Male,25,BBA,2022,6,BBA301,Finance,3.0,91.6,11.6,21.4,19.4,52.4,C+,2.5,1.85,No,Yes,Below 20k,No
STU183902,Nusrat Chowdhury,Female,19,Physics,2024,6,PHY401,Thermal Physics,1.0,88.8,30.0,32.2,19.7,81.9,A+,4.0,3.83,No,Yes,Below 20k,Yes
STU183903,Mim Chowdhury,Female,18,Economics,2020,3,ECO101,Microeconomics,4.0,73.8,26.1,21.3,15.4,62.8,B,3.0,3.21,No,Yes,Above 100k,No
STU183904,Rahim Bhuiyan,Male,25,English,2021,4,ENG101,English Literature,3.0,74.9,8.8,42.3,11.6,62.7,B,3.0,2.82,No,No,Above 100k,Yes
STU183905,Rafi Hossain,Male,25,English,2022,1,ENG101,English Literature,3.0,87.8,22.6,43.2,11.6,77.4,A,3.75,3.62,No,Yes,50k-100k,No
STU183906,Rima Mollah,Female,22,Physics,2022,3,PHY201,Electromagnetism,1.0,88.8,15.2,27.8,5.0,48.0,C,2.25,1.9,Yes,No,20k-50k,No
STU183907,Sourav Chowdhury,Male,24,CSE,2022,5,CSE101,Intro to Programming,3.0,71.4,26.4,41.5,12.6,80.5,A+,4.0,3.87,No,Yes,Above 100k,No
STU183908,Riyad Akter,Male,18,Law,2023,1,LAW301,Criminal Law,3.0,85.7,25.6,45.5,16.6,87.7,A+,4.0,4.0,No,No,Below 20k,Yes
STU183909,Rahim Sarker,Male,23,Architecture,2021,3,ARC301,Urban Planning,3.0,76.7,19.2,50.0,17.3,86.5,A+,4.0,3.97,No,Yes,Above 100k,No
STU183910,Rakib Islam,Male,19,Sociology,2024,3,SOC101,Intro to Sociology,4.0,70.3,30.0,37.4,14.4,81.8,A+,4.0,4.0,No,Yes,20k-50k,Yes
STU183911,Rahim Mia,Male,22,EEE,2019,1,EEE101,Circuit Analysis,3.0,79.5,16.6,26.3,5.9,48.8,C,2.25,1.89,No,Yes,Above 100k,No
STU183912,Nishat Khan,Female,25,Mathematics,2021,7,MAT201,Linear Algebra,4.0,98.8,13.9,50.0,12.1,76.0,A,3.75,3.51,No,No,20k-50k,Yes
STU183913,Emon Khan,Male,21,Sociology,2020,1,SOC401,Gender Studies,4.0,72.5,19.5,24.1,10.4,54.0,C+,2.5,2.41,No,No,20k-50k,Yes
STU183914,Emon Mollah,Male,21,English,2019,2,ENG101,English Literature,3.0,80.6,17.2,46.9,8.6,72.7,A-,3.5,4.0,No,Yes,20k-50k,Yes
STU183915,Sadia Bhuiyan,Female,18,Architecture,2019,8,ARC101,Design Studio I,3.0,62.7,20.6,26.3,15.0,61.9,B,3.0,3.14,No,Yes,Above 100k,No
STU183916,Moushumi Talukder,Female,20,Pharmacy,2019,6,PHR401,Clinical Pharmacy,3.0,63.9,30.0,43.9,13.4,87.3,A+,4.0,3.58,No,Yes,Above 100k,No
STU183917,Sabbir Khan,Male,24,Journalism,2019,2,JOU101,News Writing,3.0,96.4,13.2,41.3,16.7,71.2,A-,3.5,3.49,No,Yes,Above 100k,Yes
STU183918,Arif Rahman,Male,19,Public Health,2021,7,PH301,Health Policy,2.0,82.8,16.2,20.1,17.3,53.6,C+,2.5,2.4,No,No,50k-100k,No
STU183919,Zubayer Hossain,Male,24,Mechanical Engineering,2022,7,ME401,Heat Transfer,2.0,100.0,30.0,31.2,12.7,73.9,A-,3.5,3.35,No,No,20k-50k,Yes
STU183920,Sourav Mia,Male,25,English,2020,3,ENG401,Drama,4.0,69.0,30.0,31.3,15.2,76.5,A,3.75,3.35,No,Yes,50k-100k,No
STU183921,Rakib Sarker,Male,24,CSE,2024,3,CSE401,Machine Learning,1.0,67.3,25.5,29.3,13.6,68.4,B+,3.25,3.57,No,Yes,50k-100k,No
STU183922,Farhana Mollah,Female,20,EEE,2022,6,EEE201,Electronics,3.0,64.2,26.0,39.1,14.8,79.9,A,3.75,3.75,Yes,Yes,50k-100k,No
STU183923,Rahim Uddin,Male,22,Journalism,2024,3,JOU401,Digital Media,4.0,94.0,14.1,27.0,18.6,59.7,B-,2.75,2.72,No,No,20k-50k,No
STU183924,Hasan Hossain,Male,23,Journalism,2024,4,JOU201,Media Ethics,3.0,80.3,19.4,36.7,20.0,76.1,A,3.75,3.43,No,No,50k-100k,Yes
STU183925,Arif Uddin,Male,18,Economics,2024,8,ECO401,Development Economics,3.0,84.4,13.1,32.4,15.6,61.1,B,3.0,3.22,No,No,20k-50k,No
STU183926,Jannat Mollah,Female,23,CSE,2024,6,CSE101,Intro to Programming,3.0,91.7,24.2,38.4,12.8,75.4,A,3.75,3.88,No,No,Above 100k,No
STU183927,Imran Uddin,Male,22,Civil Engineering,2024,8,CE301,Geotechnical Engineering,1.0,68.9,27.9,31.3,11.3,70.5,A-,3.5,3.05,No,No,Below 20k,Yes
STU183928,Riyad Bhuiyan,Male,24,Mathematics,2023,2,MAT101,Calculus,3.0,75.9,18.8,34.8,13.0,66.6,B+,3.25,2.78,Yes,Yes,Below 20k,Yes
STU183929,Mahin Mollah,Male,20,Public Health,2021,5,PH301,Health Policy,2.0,97.4,24.6,31.8,11.0,67.4,B+,3.25,3.55,No,No,20k-50k,Yes
STU183930,Fatema Khan,Female,25,Sociology,2024,7,SOC201,Social Research,3.0,86.6,27.5,26.5,10.2,64.2,B,3.0,3.0,No,Yes,Below 20k,Yes
STU183931,Ritu Rahman,Female,24,Mathematics,2022,1,MAT401,Statistics,2.0,88.7,27.0,23.6,14.0,64.6,B,3.0,3.06,Yes,No,Above 100k,Yes
STU183932,Hasan Hossain,Male,19,Economics,2019,4,ECO301,Econometrics,3.0,91.8,27.0,34.6,16.4,78.0,A,3.75,3.96,No,Yes,50k-100k,Yes
STU183933,Riyad Talukder,Male,18,Pharmacy,2023,1,PHR101,Pharmaceutics,3.0,77.6,16.3,26.3,12.1,54.7,C+,2.5,2.51,No,No,50k-100k,No
STU183934,Rakib Mollah,Male,19,Physics,2019,2,PHY101,Mechanics,4.0,71.5,12.6,23.1,13.4,49.1,C,2.25,2.3,No,No,Below 20k,Yes
STU183935,Mahin Bhuiyan,Male,22,Pharmacy,2023,2,PHR201,Pharmacology,2.0,76.5,26.6,27.3,20.0,73.9,A-,3.5,3.51,No,No,50k-100k,Yes
STU183936,Priya Ahmed,Female,25,CSE,2024,7,CSE101,Intro to Programming,3.0,67.4,19.7,20.1,13.9,53.7,C+,2.5,2.71,No,Yes,20k-50k,No
STU183937,Riyad Uddin,Male,23,Economics,2023,5,ECO201,Macroeconomics,2.0,81.0,19.1,32.2,12.5,63.8,B,3.0,2.96,No,Yes,Above 100k,No
STU183938,Riyad Sarker,Male,20,EEE,2022,4,EEE201,Electronics,3.0,76.0,19.4,30.3,17.8,67.5,B+,3.25,3.45,No,No,20k-50k,No
STU183939,Riyad Akter,Male,20,Pharmacy,2021,8,PHR201,Pharmacology,1.0,62.2,24.9,26.9,16.7,68.5,B+,3.25,2.61,Yes,No,20k-50k,No
STU183940,Moushumi Alam,Female,23,Sociology,2023,1,SOC101,Intro to Sociology,3.0,63.3,21.1,37.8,19.2,78.1,A,3.75,4.0,No,Yes,Below 20k,Yes
STU183941,Sumaiya Khan,Female,24,Economics,2023,7,ECO401,Development Economics,3.0,78.6,19.7,27.1,18.3,65.1,B+,3.25,3.5,No,No,50k-100k,Yes
STU183942,Moushumi Bhuiyan,Female,19,EEE,2021,5,EEE201,Electronics,3.0,76.1,19.4,25.6,5.8,50.8,C+,2.5,2.0,No,No,50k-100k,Yes
STU183943,Sathi Ahmed,Female,24,English,2024,3,ENG101,English Literature,3.0,85.6,20.9,25.3,20.0,66.2,B+,3.25,3.22,Yes,No,20k-50k,No
STU183944,Lamia Uddin,Female,18,Architecture,2023,2,ARC101,Design Studio I,3.0,86.0,14.3,39.5,13.5,67.3,B+,3.25,3.02,No,Yes,20k-50k,Yes
STU183945,Imran Mia,Male,20,Mathematics,2023,2,MAT401,Statistics,4.0,83.3,18.3,16.9,15.2,50.4,C+,2.5,2.72,No,No,20k-50k,No
STU183946,Fahim Sikder,Male,19,Public Health,2022,8,PH301,Health Policy,3.0,65.9,17.8,23.0,13.7,54.5,C+,2.5,2.41,No,No,Below 20k,No
STU183947,Priya Rahman,Female,24,Civil Engineering,2023,4,CE101,Surveying,3.0,100.0,21.4,37.2,7.5,66.1,B+,3.25,2.94,No,Yes,50k-100k,Yes
STU183948,Sourav Bhuiyan,Male,25,Journalism,2021,1,JOU201,Media Ethics,3.0,81.8,13.1,27.6,12.7,53.4,C+,2.5,2.4,No,Yes,20k-50k,No
STU183949,Nayeem Khan,Male,18,BBA,2023,5,BBA201,Marketing,3.0,72.8,26.5,31.6,16.5,74.6,A-,3.5,3.6,Yes,No,Above 100k,No
STU183950,Fatema Akter,Female,19,Economics,2023,4,ECO301,Econometrics,2.0,75.6,11.2,40.0,9.8,61.0,B,3.0,2.62,No,No,50k-100k,Yes
STU183951,Sakib Sikder,Male,23,BBA,2022,6,BBA201,Marketing,3.0,86.4,25.5,35.2,19.4,80.1,A+,4.0,3.99,No,No,50k-100k,Yes
STU183952,Sakib Bhuiyan,Male,22,Pharmacy,2024,2,PHR101,Pharmaceutics,4.0,90.0,12.2,26.3,16.0,54.5,C+,2.5,2.86,Yes,No,Above 100k,Yes
